long,lat
-127.8993099,50.10085993
-127.8981448,50.10037263
-127.8969797,50.09986594
-127.8965367,50.0996733
-127.8958146,50.09903649
-127.8946495,50.09800907
-127.8944178,50.09780478
-127.8934843,50.09698165
-127.8923192,50.09595423
-127.8922989,50.09593626
-127.8911541,50.09492681
-127.8901799,50.09406774
-127.889989,50.09393997
-127.8888239,50.09343087
-127.8876588,50.0931518
-127.8864936,50.09287273
-127.8853285,50.09259366
-127.8841634,50.09231459
-127.8834589,50.09219922
-127.8829983,50.09212379
-127.8818332,50.0921517
-127.8806681,50.09217961
-127.8798492,50.09219922
-127.879503,50.09220751
-127.8783378,50.09223542
-127.8771727,50.09226333
-127.8760076,50.09229124
-127.8748425,50.09231914
-127.874253,50.09219922
-127.8736774,50.09202303
-127.8725123,50.09147721
-127.8713471,50.09093139
-127.870182,50.09038557
-127.8700649,50.0903307
-127.8690169,50.08983975
-127.8678518,50.08929393
-127.8666867,50.08874811
-127.8664884,50.08846218
-127.8655216,50.08706749
-127.8651969,50.08659366
-127.8643564,50.08585068
-127.8631913,50.08545686
-127.8620262,50.08538912
-127.8608611,50.08532138
-127.859696,50.08525364
-127.8585309,50.0851859
-127.8573657,50.08511816
-127.8562006,50.08505042
-127.8550355,50.08498268
-127.8538704,50.08491494
-127.8527053,50.08484721
-127.8515402,50.08477947
-127.8506057,50.08472514
-127.850375,50.08470927
-127.8502706,50.08472514
-127.8492099,50.08486141
-127.8480448,50.08498045
-127.8468797,50.08494835
-127.8457146,50.08486124
-127.8445495,50.08476778
-127.8440178,50.08472514
-127.8433843,50.08466573
-127.8422192,50.08455647
-127.8410541,50.08444721
-127.839889,50.08433795
-127.8387239,50.08422869
-127.8375588,50.08411943
-127.8363936,50.08401017
-127.8352285,50.08390091
-127.8340634,50.08379166
-127.8328983,50.08383576
-127.8317332,50.08453051
-127.8305681,50.08411803
-127.8294029,50.08370554
-127.8282378,50.08329305
-127.8270727,50.08288056
-127.8270051,50.08285662
-127.8259076,50.0825226
-127.8247425,50.082168
-127.8235774,50.0818134
-127.8224122,50.0814588
-127.8212471,50.0811042
-127.8208657,50.0809881
-127.820082,50.08072871
-127.8189169,50.08023526
-127.8177518,50.07952786
-127.8170669,50.07911958
-127.8165867,50.07883333
-127.8154215,50.07831319
-127.8142564,50.07779305
-127.8130913,50.07727291
-127.8130424,50.07725106
-127.8119262,50.07675276
-127.8107611,50.07623262
-127.809596,50.07571248
-127.8088569,50.07538254
-127.8084308,50.07522032
-127.8072657,50.0749351
-127.8061006,50.07473247
-127.8049355,50.07452984
-127.8037704,50.07432722
-127.8026053,50.07412459
-127.8014401,50.07392196
-127.800275,50.07371933
-127.7991099,50.07420039
-127.7979448,50.07489271
-127.7971204,50.07538254
-127.7967797,50.07558502
-127.7956146,50.07627734
-127.7944494,50.07696965
-127.7939759,50.07725106
-127.7932843,50.07766197
-127.7921192,50.07835428
-127.7909541,50.0790466
-127.7908313,50.07911958
-127.789789,50.07973892
-127.7886239,50.08043123
-127.7876867,50.0809881
-127.7874587,50.08112355
-127.7862936,50.08181586
-127.7851285,50.08244906
-127.7845421,50.08285662
-127.7839634,50.08302113
-127.7827983,50.08336836
-127.7816644,50.08472514
-127.7816332,50.08475038
-127.780468,50.08530447
-127.7793029,50.08636662
-127.7789656,50.08659366
-127.7781378,50.08715083
-127.7769727,50.08793504
-127.7761895,50.08846218
-127.7758076,50.08871926
-127.7746425,50.08950347
-127.7734773,50.09028768
-127.7734134,50.0903307
-127.7723122,50.0910719
-127.7711471,50.09185611
-127.7706373,50.09219922
-127.769982,50.09264032
-127.7688169,50.09342453
-127.7678613,50.09406774
-127.7676518,50.09420875
-127.7664866,50.09495142
-127.7653215,50.09546676
-127.76426,50.09593626
-127.7641564,50.0959821
-127.7629913,50.09649744
-127.7618262,50.09701278
-127.7606611,50.09752812
-127.7600356,50.09780478
-127.7594959,50.09804346
-127.7583308,50.0985588
-127.7571657,50.09907414
-127.7560006,50.09958948
-127.7558111,50.0996733
-127.7548355,50.09992505
-127.7536704,50.1002257
-127.7525053,50.10052635
-127.7513401,50.100827
-127.750175,50.10112269
-127.7496583,50.10154182
-127.7490099,50.10201933
-127.7478448,50.10284421
-127.7473233,50.10341034
-127.7466797,50.10394117
-127.7455146,50.10462796
-127.7448773,50.10527886
-127.7443494,50.10564412
-127.7431843,50.10633465
-127.7421103,50.10714738
-127.7420192,50.10718813
-127.7408541,50.10765307
-127.739689,50.10805638
-127.7385239,50.10845969
-127.7373587,50.108863
-127.736917,50.1090159
-127.7361936,50.10926631
-127.7350285,50.10966962
-127.7338634,50.11007293
-127.7326983,50.11054952
-127.7319726,50.11088442
-127.7315332,50.11108726
-127.730368,50.11162501
-127.7292029,50.11216275
-127.7280378,50.1127005
-127.7279242,50.11275294
-127.7268727,50.11323825
-127.7257076,50.11377599
-127.7245425,50.11431374
-127.7238757,50.11462146
-127.7233773,50.11485149
-127.7222122,50.11538923
-127.7210471,50.11592698
-127.719882,50.11646472
-127.7198273,50.11648998
-127.7187169,50.1166723
-127.7175518,50.11686361
-127.7163866,50.11706536
-127.7152215,50.1179851
-127.7145336,50.1183585
-127.7140564,50.1184903
-127.7128913,50.11875
-127.7117262,50.11875
-127.7105611,50.11875
-127.7093959,50.11875
-127.7082308,50.11875
-127.7070657,50.11875
-127.7059006,50.11875
-127.7047355,50.11875
-127.7035704,50.11875
-127.7024052,50.11875
-127.7012401,50.11875
-127.700075,50.11875
-127.6989099,50.11936319
-127.6977448,50.11999688
-127.6973742,50.12022702
-127.6965797,50.12067394
-127.6954145,50.12117078
-127.6942494,50.12178809
-127.6934039,50.12209554
-127.6930843,50.12220189
-127.6919192,50.12263545
-127.6907541,50.12305912
-127.689589,50.1234828
-127.6884238,50.12390648
-127.6882655,50.12396406
-127.6872587,50.12433016
-127.6860936,50.12475384
-127.6849285,50.12517752
-127.6837634,50.1256012
-127.6825983,50.1258244
-127.6825083,50.12583258
-127.6814331,50.12593032
-127.680268,50.12603624
-127.6791029,50.12614216
-127.6779378,50.12624808
-127.6767727,50.126354
-127.6756076,50.12645992
-127.6744424,50.12656584
-127.6732773,50.12601434
-127.6731248,50.12583258
-127.6726577,50.12396406
-127.6721906,50.12209554
-127.6721122,50.12178218
-127.6717234,50.12022702
-127.6712563,50.1183585
-127.6709471,50.11731841
-127.6707008,50.11648998
-127.669782,50.11526486
-127.6692994,50.11462146
-127.6686169,50.11371137
-127.667898,50.11275294
-127.6674517,50.11215788
-127.6662866,50.11117445
-127.6651215,50.11136864
-127.6639564,50.11156282
-127.6627913,50.11175701
-127.6616262,50.1119512
-127.660461,50.11214538
-127.6592959,50.11233957
-127.6581308,50.11253375
-127.6569657,50.11272794
-127.6568157,50.11275294
-127.6558006,50.11292213
-127.6546355,50.11311631
-127.653569,50.11275294
-127.654033,50.11088442
-127.6545669,50.1090159
-127.6546355,50.10877588
-127.6551007,50.10714738
-127.6556346,50.10527886
-127.6558006,50.10469797
-127.6561685,50.10341034
-127.6567023,50.10154182
-127.6564428,50.0996733
-127.6558006,50.0993736
-127.6546355,50.09882988
-127.6534703,50.09828616
-127.6524388,50.09780478
-127.6523052,50.09774244
-127.6511401,50.09719872
-127.649975,50.096665
-127.6488099,50.09658733
-127.6476448,50.09650965
-127.6464796,50.09643198
-127.6453145,50.0963543
-127.6441494,50.09627663
-127.6429843,50.09619895
-127.6418192,50.09612128
-127.6406541,50.0960436
-127.6394889,50.09596593
-127.6390439,50.09593626
-127.6383238,50.09587349
-127.6371587,50.09549205
-127.6359936,50.09432693
-127.6357344,50.09406774
-127.6348285,50.09316182
-127.6338659,50.09219922
-127.6336634,50.0919967
-127.6324982,50.09166667
-127.6313331,50.09166667
-127.630168,50.09166667
-127.6290029,50.09166667
-127.6278378,50.09166667
-127.6266727,50.09166667
-127.6255076,50.09169463
-127.6243424,50.09173973
-127.6231773,50.09186919
-127.6220122,50.09199864
-127.6208471,50.0921281
-127.620207,50.09219922
-127.619682,50.09225756
-127.6185169,50.09238702
-127.6173517,50.09251647
-127.6161866,50.09259259
-127.6150215,50.09259259
-127.6138564,50.09259259
-127.6126913,50.09259259
-127.6115262,50.09259259
-127.610361,50.09259259
-127.6091959,50.09259259
-127.6080308,50.09259259
-127.6074794,50.09219922
-127.6071247,50.0903307
-127.6068911,50.08846218
-127.6068657,50.08825883
-127.6066575,50.08659366
-127.606424,50.08472514
-127.6060712,50.08285662
-127.6057006,50.08186819
-127.6053705,50.0809881
-127.6046698,50.07911958
-127.6045355,50.07876121
-127.6039691,50.07725106
-127.6033703,50.07565423
-127.6032685,50.07538254
-127.6025678,50.07351402
-127.6022052,50.07254725
-127.6018671,50.0716455
-127.6011664,50.06977698
-127.6010401,50.06944028
-127.599875,50.0680418
-127.5997172,50.06977698
-127.5995474,50.0716455
-127.5993775,50.07351402
-127.5992076,50.07538254
-127.5990378,50.07725106
-127.5988679,50.07911958
-127.5987099,50.08085809
-127.5986981,50.0809881
-127.5985282,50.08285662
-127.5975448,50.08410047
-127.5970509,50.08472514
-127.5963796,50.08537663
-127.5952145,50.08650747
-127.5951257,50.08659366
-127.5940494,50.08763832
-127.5932006,50.08846218
-127.5928843,50.08876917
-127.5917192,50.08990002
-127.5912754,50.0903307
-127.5905541,50.09103087
-127.5893889,50.09216172
-127.5893503,50.09219922
-127.5882238,50.09329256
-127.5874252,50.09406774
-127.5870587,50.09442341
-127.5858936,50.09555426
-127.5855,50.09593626
-127.5847285,50.09668511
-127.5835749,50.09780478
-127.5835634,50.09781596
-127.5823982,50.09801171
-127.5812331,50.09797744
-127.580068,50.09794318
-127.5789029,50.09790891
-127.5777378,50.09787464
-127.5765727,50.09784037
-127.5754075,50.0978061
-127.5753625,50.09780478
-127.5742424,50.09777184
-127.5730773,50.09773757
-127.5719122,50.0977033
-127.5707471,50.09766903
-127.569582,50.09757151
-127.5684168,50.09708787
-127.5672517,50.09610672
-127.5669118,50.09593626
-127.5660866,50.09552245
-127.5649215,50.09533848
-127.5637564,50.09515452
-127.5625913,50.09497055
-127.5614261,50.09478658
-127.560261,50.09460262
-127.5590959,50.09441865
-127.5579308,50.09423469
-127.5568735,50.09406774
-127.5567657,50.09403749
-127.5556739,50.09219922
-127.5556006,50.09186919
-127.5552587,50.0903307
-127.5548434,50.08846218
-127.5544354,50.08662616
-127.5544282,50.08659366
-127.554013,50.08472514
-127.5535448,50.08285662
-127.5532703,50.0820332
-127.5528378,50.0809881
-127.5521052,50.08052631
-127.5509401,50.08047566
-127.549775,50.080425
-127.5486099,50.08037434
-127.5474447,50.08032368
-127.5462796,50.08027303
-127.5451145,50.08022237
-127.5439494,50.08017171
-127.5427843,50.08012106
-127.5416192,50.0800704
-127.540454,50.08001974
-127.5392889,50.07996908
-127.5381238,50.07991843
-127.5369587,50.07971032
-127.5357936,50.07913756
-127.5357674,50.07911958
-127.5346285,50.07830604
-127.5334633,50.07747382
-127.5322982,50.07760276
-127.5311331,50.07785243
-127.529968,50.0781021
-127.5288029,50.07835176
-127.5276378,50.07860143
-127.5264726,50.0788511
-127.5253075,50.07910077
-127.5252197,50.07911958
-127.5241424,50.07935044
-127.5229773,50.0796001
-127.5218122,50.07984977
-127.5206471,50.07995148
-127.519879,50.07911958
-127.5201665,50.07725106
-127.520454,50.07538254
-127.5206471,50.07412741
-127.5207414,50.07351402
-127.5210289,50.0716455
-127.5213164,50.06977698
-127.5216038,50.06790846
-127.5216502,50.06603994
-127.521219,50.06417142
-127.5207878,50.0623029
-127.5206471,50.06169284
-127.5203567,50.06043438
-127.5199255,50.05856586
-127.5194943,50.05669734
-127.5194819,50.056644
-127.5190631,50.05482882
-127.5186319,50.0529603
-127.5183168,50.05159516
-127.5182007,50.05109178
-127.5183168,50.05072045
-127.5187852,50.04922326
-127.5194819,50.04857629
-127.5206471,50.04749439
-127.5207975,50.04735474
-127.5218122,50.0464125
-127.5228097,50.04548622
-127.5229773,50.04532394
-127.5241424,50.04424871
-127.524822,50.0436177
-127.5253075,50.04316682
-127.5264726,50.04208492
-127.5268342,50.04174917
-127.5276378,50.04100303
-127.5288029,50.03992113
-127.5288465,50.03988065
-127.529968,50.03883924
-127.5308587,50.03801213
-127.5311331,50.03775735
-127.5322982,50.03667545
-127.5329556,50.03614361
-127.5334633,50.03573286
-127.5346285,50.0358993
-127.5357936,50.03606575
-127.5363386,50.03614361
-127.5369587,50.03623219
-127.5381238,50.03639864
-127.5392889,50.03656509
-127.540454,50.03673153
-127.5416192,50.03689798
-127.5427843,50.03706442
-127.5439494,50.03723087
-127.5451145,50.03739731
-127.5462796,50.03692994
-127.5474447,50.03660477
-127.5482748,50.03614361
-127.5486099,50.0359255
-127.549775,50.0353102
-127.5509401,50.03515907
-127.5521052,50.03512671
-127.5532703,50.03509434
-127.5544354,50.03506198
-127.5556006,50.03502961
-127.5567657,50.03499725
-127.5579308,50.03496489
-127.5590959,50.03493252
-127.560261,50.03490016
-127.5614261,50.03486779
-127.5625913,50.03483543
-127.5637564,50.03480306
-127.5649215,50.03500039
-127.5660866,50.03576951
-127.5672517,50.03612924
-127.5684168,50.03547386
-127.569582,50.03481848
-127.570548,50.03427509
-127.5701628,50.03240657
-127.569582,50.03214521
-127.5684168,50.03152195
-127.5672517,50.03068369
-127.5669201,50.03053805
-127.5660866,50.03017208
-127.5649215,50.03009926
-127.5637564,50.03002644
-127.5625913,50.02995362
-127.5614261,50.0298808
-127.560261,50.02980798
-127.5590959,50.02973516
-127.5579308,50.02966234
-127.5567657,50.02958952
-127.5556006,50.0295167
-127.5544354,50.02944388
-127.5532703,50.02937106
-127.5521052,50.02929824
-127.5509401,50.02922542
-127.549775,50.02919479
-127.5486099,50.02934043
-127.5474447,50.02948607
-127.5462796,50.02963171
-127.5451145,50.02977735
-127.5439494,50.02992299
-127.5427843,50.03006863
-127.5416192,50.03021427
-127.540454,50.03035991
-127.5392889,50.03050555
-127.5390289,50.03053805
-127.5381238,50.03065119
-127.5369587,50.03079683
-127.5357936,50.03083693
-127.5346785,50.03053805
-127.5346285,50.03051805
-127.5334633,50.03005201
-127.5322982,50.03020702
-127.5311331,50.03044004
-127.5306431,50.03053805
-127.529968,50.03067307
-127.5288029,50.03090609
-127.5276378,50.03113911
-127.5264726,50.03137214
-127.5253075,50.03160516
-127.5241424,50.03183818
-127.5229773,50.03207121
-127.5218122,50.03230423
-127.5213005,50.03240657
-127.5206471,50.03264574
-127.5194819,50.03307222
-127.5183168,50.0334987
-127.5171517,50.03392519
-127.5159866,50.03390333
-127.5148215,50.03383855
-127.5136564,50.03383855
-127.5124912,50.03383855
-127.5113261,50.03383855
-127.510161,50.03383855
-127.5089959,50.03383855
-127.5078308,50.03383855
-127.5066657,50.03383855
-127.5055006,50.03383855
-127.5043354,50.03383855
-127.5031703,50.03383855
-127.5020052,50.03383855
-127.5008401,50.03382566
-127.499675,50.03370148
-127.4985099,50.03345041
-127.4973447,50.03250772
-127.4972197,50.03240657
-127.4961796,50.03205987
-127.4950145,50.0316715
-127.4938494,50.03128313
-127.4926843,50.03089476
-127.4916142,50.03053805
-127.4915192,50.03050638
-127.490354,50.03011801
-127.4891889,50.02972964
-127.4880238,50.02934127
-127.4868587,50.0289529
-127.4860086,50.02866953
-127.4856936,50.02856452
-127.4845285,50.02817615
-127.4833633,50.02778778
-127.4821982,50.02739941
-127.4810331,50.02701103
-127.480403,50.02680101
-127.479868,50.02662266
-127.4787029,50.02623429
-127.4775378,50.02584592
-127.4763726,50.02545755
-127.4752075,50.02506917
-127.4750589,50.02493249
-127.4743547,50.02306397
-127.4740424,50.02212721
-127.4737318,50.02119545
-127.473109,50.01932693
-127.4728773,50.01863186
-127.4724861,50.01745841
-127.4717122,50.01598538
-127.4715044,50.01558989
-127.4705471,50.01415392
-127.4702587,50.01372137
-127.4693819,50.01240624
-127.469013,50.01185285
-127.4682168,50.01065857
-127.4677673,50.00998433
-127.4670517,50.00891089
-127.4658866,50.00833333
-127.4647215,50.00833333
-127.4635564,50.00833333
-127.4623912,50.00833333
-127.4612261,50.00833333
-127.460061,50.00833333
-127.4588959,50.00833333
-127.4587193,50.00811581
-127.4588959,50.00760622
-127.4592274,50.00624729
-127.4600281,50.00437877
-127.460061,50.0043021
-127.4608289,50.00251025
-127.4612261,50.00158349
-127.4616297,50.00064173
-127.4612261,50.00006262
-127.4603275,49.99877321
-127.460061,49.99856597
-127.4588959,49.99765977
-127.4579251,49.99690469
-127.4577308,49.99675356
